Transaction Name,Transaction Name URL,Announced Date,Investor Names
Venture Round - ABSENTIA,https://www.crunchbase.com/funding_round/absentia-series-unknown--45e25be0,2019-01-01,Xseed Partners
Seed Round - Ecowrap,https://www.crunchbase.com/funding_round/ecowrap-seed--e2dc2327,2019-01-01,AIM Smart City
Seed Round - Makerinme,https://www.crunchbase.com/funding_round/makerinme-seed--bb36657e,2019-01-01,Derbi Foundation
Venture Round - Grameen,https://www.crunchbase.com/funding_round/grameen-series-unknown--34635cd0,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Arogya MedTech,https://www.crunchbase.com/funding_round/arogya-medtech-series-unknown--2bf27117,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Krishworks,https://www.crunchbase.com/funding_round/krishworks-series-unknown--a9778816,2019-01-01,IIM Calcutta Innovation Park
Seed Round - NexConnect,https://www.crunchbase.com/funding_round/nexconnect-seed--596623ca,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Krimanshi Technologies,https://www.crunchbase.com/funding_round/krimanshi-technologies-seed--a2c7db4c,2019-01-01,AIM Smart City
Venture Round - Anoobhuti Learning Solutions Private Limited,https://www.crunchbase.com/funding_round/anoobhuti-learning-solutions-private-limited-series-unknown--bf7ff689,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Titanobots,https://www.crunchbase.com/funding_round/titanobots-series-unknown--53f05e8a,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - Rapid Diagnostek,https://www.crunchbase.com/funding_round/rapid-diagnostek-series-unknown--43777ad3,2019-01-01,Omphalos Venture
Venture Round - Sympill,https://www.crunchbase.com/funding_round/sympill-series-unknown--91ae412a,2019-01-01,Derbi Foundation
Venture Round - Kolay Aquamarine,https://www.crunchbase.com/funding_round/kolay-aquamarine-series-unknown--672c954a,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Online PSB Loans,https://www.crunchbase.com/funding_round/online-psb-loans-series-unknown--057fef6f,2019-01-01,Samridhi Fund
Venture Round - CashOnMobile,https://www.crunchbase.com/funding_round/cashonmobile-series-unknown--b4a6bec9,2019-01-01,WhileOfOne Innovation Labs
Venture Round - ATON RURAL DEVELOPMENT PRIVATE LIMITED,https://www.crunchbase.com/funding_round/mobile-solar-generator-series-unknown--e0068633,2019-01-01,IIM Calcutta Innovation Park
Venture Round - TruckHall,https://www.crunchbase.com/funding_round/truckhall-series-unknown--2e5e5c37,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Senseprise,https://www.crunchbase.com/funding_round/senseprise-seed--a58afd73,2019-01-01,Derbi Foundation
Seed Round - Sanjevani Goats,https://www.crunchbase.com/funding_round/sanjevani-goats-seed--b7ff68a3,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Talento Consulting,https://www.crunchbase.com/funding_round/talento-consulting-series-unknown--ce77f72e,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Repair My Mobile,https://www.crunchbase.com/funding_round/repair-my-mobile-series-unknown--4c6e8e0b,2019-01-01,IIM Calcutta Innovation Park
Seed Round - mySec Cloud,https://www.crunchbase.com/funding_round/mysec-cloud-seed--0bfad93e,2019-01-01,OXO Labs Ltd.
Venture Round - Machstatz,https://www.crunchbase.com/funding_round/machstatz-series-unknown--c5bcf62d,2019-01-01,Derbi Foundation
Venture Round - BEN & GAWS,https://www.crunchbase.com/funding_round/ben-gaws-series-unknown--fc1cb6e9,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Scraptap,https://www.crunchbase.com/funding_round/scraptap-seed--85cec4ba,2019-01-01,AIM Smart City
Venture Round - AmazAntz Solutions,https://www.crunchbase.com/funding_round/amazantz-solutions-series-unknown--d75939bd,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Blue label auto motive,https://www.crunchbase.com/funding_round/blue-label-auto-motive-series-unknown--a4ef3635,2019-01-01,WhileOfOne Innovation Labs
Venture Round - 5C Network,https://www.crunchbase.com/funding_round/5c-network-series-unknown--3afb285a,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Happy Reliable Surgeries,https://www.crunchbase.com/funding_round/happy-reliable-surgeries-series-unknown--de2b78d2,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Synergy Teletech,https://www.crunchbase.com/funding_round/synergy-teletech-series-unknown--5482edcf,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Ambee,https://www.crunchbase.com/funding_round/ambee-e9c7-series-unknown--428076b4,2019-01-01,Derbi Foundation
Venture Round - Aamhi Shetkari Agritech,https://www.crunchbase.com/funding_round/aamhi-shetkari-agritech-series-unknown--f5d36375,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Mongu,https://www.crunchbase.com/funding_round/mongu-seed--55459f37,2019-01-01,OXO Labs Ltd.
Seed Round - NOOS Technologies,https://www.crunchbase.com/funding_round/noos-technologies-seed--25984174,2019-01-01,"10,000 Start-Ups, Derbi Foundation"
Seed Round - Watsan Envirotech,https://www.crunchbase.com/funding_round/watsan-envirotech-seed--9a29b133,2019-01-01,AIM Smart City
Venture Round - SKaaS,https://www.crunchbase.com/funding_round/skaas-series-unknown--06a1030b,2019-01-01,Derbi Foundation
Seed Round - Sattuz,https://www.crunchbase.com/funding_round/sattuz-seed--97c1b6d2,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Egnify Technologies,https://www.crunchbase.com/funding_round/egnify-technologies-series-unknown--71a8d6eb,2019-01-01,Xseed Partners
Venture Round - Inspired Kinematics,https://www.crunchbase.com/funding_round/inspired-kinematics-series-unknown--c38a5e09,2019-01-01,Derbi Foundation
Venture Round - GiftAbled,https://www.crunchbase.com/funding_round/giftabled-series-unknown--309fd4d3,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Evoride motors,https://www.crunchbase.com/funding_round/evoride-motors-series-unknown--626b6606,2019-01-01,Derbi Foundation
Venture Round - Connect2MyDoctor,https://www.crunchbase.com/funding_round/connect2mydoctor-series-unknown--e8a5fbb5,2019-01-01,WhileOfOne Innovation Labs
Venture Round - Greenwear,https://www.crunchbase.com/funding_round/greenwear-series-unknown--b0ab3c74,2019-01-01,IIM Calcutta Innovation Park
Seed Round - REVY Environmental Solutions,https://www.crunchbase.com/funding_round/revy-environmental-solutions-seed--0cdcf8e2,2019-01-01,AIM Smart City
Venture Round - Cyclops Medtech,https://www.crunchbase.com/funding_round/cyclops-series-unknown--560f6c66,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - Bodhi Health Education,https://www.crunchbase.com/funding_round/bodhi-health-education-series-unknown--02ed3ed8,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Agylstor,https://www.crunchbase.com/funding_round/agylstor-inc-series-unknown--b6a61102,2019-01-01,Tessellate Ventures
Venture Round - Brickcells Technologies,https://www.crunchbase.com/funding_round/brickcells-technologies-series-unknown--83cc611d,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Loopworm,https://www.crunchbase.com/funding_round/loopworm-seed--4a130262,2019-01-01,AIM Smart City
Venture Round - Rewango,https://www.crunchbase.com/funding_round/rewango-series-unknown--bf8d314c,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - KeraCel,https://www.crunchbase.com/funding_round/keracel-series-unknown--eb78e602,2019-01-01,Tessellate Ventures
Venture Round - GameBeat,https://www.crunchbase.com/funding_round/gamebeat-series-unknown--74d98f28,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - Saggraha Management Services,https://www.crunchbase.com/funding_round/saggraha-management-services-series-unknown--85740409,2019-01-01,Samridhi Fund
Venture Round - CamfyVision,https://www.crunchbase.com/funding_round/camfyvision-series-unknown--7ed5a6cc,2019-01-01,Derbi Foundation
Venture Round - Bpn Agro And Livestock,https://www.crunchbase.com/funding_round/bpn-agro-and-livestock-series-unknown--98e3e102,2019-01-01,IIM Calcutta Innovation Park
Venture Round - GoLive,https://www.crunchbase.com/funding_round/golive-games-series-unknown--f951732e,2019-01-01,Xseed Partners
Venture Round - Cleanergy Tech Solutions,https://www.crunchbase.com/funding_round/cleanergy-tech-solutions-series-unknown--38370947,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Agastya Buoyant,https://www.crunchbase.com/funding_round/agastya-buoyant-series-unknown--9ac22551,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Sportelos,https://www.crunchbase.com/funding_round/sportelos-series-unknown--14f3af14,2019-01-01,Derbi Foundation
Venture Round - InI Farms,https://www.crunchbase.com/funding_round/ini-farms-series-unknown--cd2441ee,2019-01-01,Samridhi Fund
Seed Round - Wagr,https://www.crunchbase.com/funding_round/wagr-seed--dd8ef9da,2019-01-01,RevvX Hardware / IOT Accelerator
Seed Round - TalkingThings,https://www.crunchbase.com/funding_round/talkingthings-seed--fd98055d,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - e2E RAIL,https://www.crunchbase.com/funding_round/e2e-rail-series-unknown--fde34ebd,2019-01-01,Samridhi Fund
Venture Round - Jaiswal Dairy,https://www.crunchbase.com/funding_round/jaiswal-dairy-series-unknown--84c7c8a3,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Siddhivinayak Agri Processing,https://www.crunchbase.com/funding_round/siddhivinayak-agri-processing-series-unknown--702df92c,2019-01-01,Samridhi Fund
Venture Round - ONganic Foods,https://www.crunchbase.com/funding_round/onganic-foods-series-unknown--a2bdd320,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Magasool Agro,https://www.crunchbase.com/funding_round/magasool-agro-series-unknown--85190604,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Medi360,https://www.crunchbase.com/funding_round/medi360-seed--bf70b645,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Hearthealth technologies,https://www.crunchbase.com/funding_round/hearthealth-technologies-series-unknown--b54ae851,2019-01-01,Derbi Foundation
Venture Round - Amelioratebiotech,https://www.crunchbase.com/funding_round/amelioratebiotech-series-unknown--6c22eff0,2019-01-01,Derbi Foundation
Venture Round - Words Maya,https://www.crunchbase.com/funding_round/words-maya-series-unknown--99a3dc4a,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Bevywise Networks,https://www.crunchbase.com/funding_round/bevywise-networks-seed--f96231e3,2019-01-01,Derbi Foundation
Seed Round - Stonesoup,https://www.crunchbase.com/funding_round/stonesoup-seed--0b383ba3,2019-01-01,AIM Smart City
Private Equity Round - TVS Supply Chain Solutions,https://www.crunchbase.com/funding_round/tvs-supply-chain-solutions-private-equity--6490ab34,2019-01-01,Tata Opportunities Fund (TOF)
Venture Round - Claro Energy,https://www.crunchbase.com/funding_round/claro-energy-series-unknown--ad18ddf2,2019-01-01,Samridhi Fund
Venture Round - Fraggingmonk,https://www.crunchbase.com/funding_round/fraggingmonk-series-unknown--c644eec9,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - Kitbag,https://www.crunchbase.com/funding_round/kitbag-series-unknown--ecef0afe,2019-01-01,IIM Calcutta Innovation Park
Venture Round - OurGuest,https://www.crunchbase.com/funding_round/ourguest-series-unknown--c237fb29,2019-01-01,IIM Calcutta Innovation Park
Venture Round - Mashinga,https://www.crunchbase.com/funding_round/mashinga-series-unknown--d4a3d014,2019-01-01,Xseed Partners
Venture Round - DrugScore,https://www.crunchbase.com/funding_round/drugscore-series-unknown--2fb2659a,2019-01-01,WhileOfOne Innovation Labs
Venture Round - ixamBee,https://www.crunchbase.com/funding_round/ixambee-series-unknown--a2656750,2019-01-01,Xseed Partners
Venture Round - ThingsCloud,https://www.crunchbase.com/funding_round/thingscloud-series-unknown--1b6c3c2f,2019-01-01,RevvX Hardware / IOT Accelerator
Venture Round - Dave.AI,https://www.crunchbase.com/funding_round/dave-ai-series-unknown--fd8fbdb8,2019-01-01,Xseed Partners
Venture Round - Apiria Technology,https://www.crunchbase.com/funding_round/apiria-technology-series-unknown--fe327de8,2019-01-01,Derbi Foundation
Venture Round - DriverShaab,https://www.crunchbase.com/funding_round/drivershaab-series-unknown--2e350405,2019-01-01,IIM Calcutta Innovation Park
Seed Round - Freshcut Organic Products,https://www.crunchbase.com/funding_round/freshcut-organic-products-seed--7063af4e,2019-01-01,AIM Smart City
Venture Round - Great lakes surgical center,https://www.crunchbase.com/funding_round/great-lakes-surgical-center-series-unknown--dd0ac5e9,2019-01-01,WhileOfOne Innovation Labs
Venture Round - Quahog Life,https://www.crunchbase.com/funding_round/quahog-life-series-unknown--7ca8c4bb,2019-01-01,Derbi Foundation
Seed Round - Revos,https://www.crunchbase.com/funding_round/revos-seed--c618e424,2019-01-01,Xseed Partners
Venture Round - Cozy POS,https://www.crunchbase.com/funding_round/cozy-pos-series-unknown--343fab0f,2019-01-01,Xseed Partners
Venture Round - Drones Tech Lab,https://www.crunchbase.com/funding_round/drones-tech-lab-an-iim-calcutta-incubated-iso-certified-organisation-series-unknown--02c0008c,2019-01-01,IIM Calcutta Innovation Park
Venture Round - ION Energy,https://www.crunchbase.com/funding_round/ion-energy-series-unknown--610360e6,2019-01-01,Tessellate Ventures
Venture Round - Momos on Wheels,https://www.crunchbase.com/funding_round/momos-on-wheels-series-unknown--50a8cb74,2019-01-01,IIM Calcutta Innovation Park
Non Equity Assistance - Fuzzy Logic Robotics,https://www.crunchbase.com/funding_round/fuzzy-logic-robotics-non-equity-assistance--63c5521a,2019-01-01,AGORANOV
Venture Round - Structo,https://www.crunchbase.com/funding_round/structo-series-unknown--fa9d48b1,2019-01-01,InnoVen Capital
Private Equity Round - ELGI Equipments,https://www.crunchbase.com/funding_round/elgi-equipments-private-equity--e1f8111b,2019-01-01,MAPE Advisory Group
Venture Round - Blowhorn,https://www.crunchbase.com/funding_round/blowhorn-series-unknown--2a8f922e,2019-01-01,InnoVen Capital
Venture Round - Medwell Ventures,https://www.crunchbase.com/funding_round/medwell-ventures-series-unknown--90970422,2019-01-01,InnoVen Capital
Venture Round - Edianzu,https://www.crunchbase.com/funding_round/edianzu-series-unknown--f10621c5,2019-01-01,InnoVen Capital
Venture Round - Hospals,https://www.crunchbase.com/funding_round/hospals-series-unknown--5341539f,2019-01-01,InnoVen Capital
Venture Round - Ju Li New House,https://www.crunchbase.com/funding_round/ju-li-new-house-series-unknown--ba602ab9,2019-01-01,InnoVen Capital
Venture Round - Spalon India,https://www.crunchbase.com/funding_round/spalon-india-series-unknown--feba19f5,2019-01-01,ASK Pravi
Venture Round - Belong,https://www.crunchbase.com/funding_round/belong-series-unknown--b31884b6,2019-01-01,InnoVen Capital
Venture Round - MobiKwik,https://www.crunchbase.com/funding_round/mobikwik-series-unknown--343b69f7,2019-01-01,InnoVen Capital
Venture Round - Ecco,https://www.crunchbase.com/funding_round/ecco-3-series-unknown--47441d65,2019-01-01,Bedrock Venture Management
Non Equity Assistance - Braintale,https://www.crunchbase.com/funding_round/braintale-non-equity-assistance--7a250a86,2019-01-01,AGORANOV
Venture Round - Seeonic,https://www.crunchbase.com/funding_round/seeonic-series-unknown--f3a3c726,2019-01-01,Omphalos Venture
Seed Round - UtopiaTech,https://www.crunchbase.com/funding_round/utopiatech-seed--74cfc491,2019-01-01,AIM Smart City
Grant - Oblack,https://www.crunchbase.com/funding_round/oblack-grant--7d62cb8f,2019-01-01,Lanzadera Accelerator
Venture Round - Furlenco,https://www.crunchbase.com/funding_round/furlenco-series-unknown--3cc2f0c8,2019-01-01,InnoVen Capital
Post-IPO Equity - HBL Power Systems Ltd,https://www.crunchbase.com/funding_round/hbl-power-systems-ltd-post-ipo-equity--723be56d,2019-01-01,MAPE Advisory Group
Venture Round - LyncMed,https://www.crunchbase.com/funding_round/lyncmed-series-unknown--8f6d345f,2019-01-01,InnoVen Capital
Venture Round - Sportz Interactive,https://www.crunchbase.com/funding_round/sportz-interactive-series-unknown--fbd9284d,2019-01-01,ASK Pravi
Venture Round - Eye-Q,https://www.crunchbase.com/funding_round/eye-q-series-unknown--2cafcb2a,2019-01-01,InnoVen Capital
Venture Round - Conversant Solutions,https://www.crunchbase.com/funding_round/conversant-solutions-series-unknown--61115e1c,2019-01-01,InnoVen Capital
Venture Round - ZoomCar,https://www.crunchbase.com/funding_round/zoomcar-india-series-unknown--f9cdc98a,2019-01-01,InnoVen Capital
Venture Round - ElasticRun,https://www.crunchbase.com/funding_round/elasticrun-series-unknown--8c10e2e5,2019-01-01,InnoVen Capital
Venture Round - Skayle,https://www.crunchbase.com/funding_round/mobikon-series-unknown--b9ed6918,2019-01-01,InnoVen Capital
Venture Round - MyySkyy,https://www.crunchbase.com/funding_round/myyskyy-series-unknown--405df876,2019-01-01,Katabole Technology Venture
Venture Round - Unbxd,https://www.crunchbase.com/funding_round/unbxd-series-unknown--69d512f1,2019-01-01,InnoVen Capital
Venture Round - HummingBird,https://www.crunchbase.com/funding_round/hummingbird-india-series-unknown--a9028c68,2019-01-01,Omphalos Venture
Venture Round - Manthan,https://www.crunchbase.com/funding_round/manthan-systems-series-unknown--678fc6a3,2019-01-01,InnoVen Capital
Venture Round - Wellkeeper,https://www.crunchbase.com/funding_round/wellkeeper-series-unknown--72c825b8,2019-01-01,Omphalos Venture
Venture Round - QFPay,https://www.crunchbase.com/funding_round/qfpay-series-unknown--4b9bb6f0,2019-01-01,InnoVen Capital
Venture Round - 1mg,https://www.crunchbase.com/funding_round/healthkart-plus-series-unknown--45cb8cba,2019-01-01,InnoVen Capital
Venture Round - House of God,https://www.crunchbase.com/funding_round/house-of-god-series-unknown--d5e90146,2019-01-01,Eros Labs
Venture Round - Cogoport,https://www.crunchbase.com/funding_round/cogoport-series-unknown--a40292d3,2019-01-01,InnoVen Capital
Venture Round - Engrave.in,https://www.crunchbase.com/funding_round/engrave-in-series-unknown--2c12a218,2019-01-01,One97 Mobility Fund
Venture Round - THINKCELL Learning Solutions,https://www.crunchbase.com/funding_round/thinkcell-learning-solutions-series-unknown--04ee2c2f,2019-01-01,ASK Pravi
Seed Round - Hackrate,https://www.crunchbase.com/funding_round/hackrate-seed--4489852d,2019-01-01,OXO Labs Ltd.
Venture Round - Eywa Pharma,https://www.crunchbase.com/funding_round/eywa-pharma-series-unknown--c4e96d6f,2019-01-01,InnoVen Capital
Venture Round - Pocketmath,https://www.crunchbase.com/funding_round/pocketmath-series-unknown--a5693d97,2019-01-01,InnoVen Capital
Venture Round - GoldVIP Technology Solutions (Crown-it),https://www.crunchbase.com/funding_round/goldvip-technology-solutions-crown-it-series-unknown--aa0f1a6e,2019-01-01,InnoVen Capital
Venture Round - Practo,https://www.crunchbase.com/funding_round/practo-series-unknown--1b5c5c0c,2019-01-01,InnoVen Capital
Venture Round - Happzilla Technologies,https://www.crunchbase.com/funding_round/happzilla-technologies-series-unknown--3fce138a,2019-01-01,Katabole Technology Venture
Venture Round - Huangbaoche,https://www.crunchbase.com/funding_round/huangbaoche-series-unknown--6c823230,2019-01-01,InnoVen Capital
Venture Round - Vizury,https://www.crunchbase.com/funding_round/vizury-3bf4-series-unknown--12ba760a,2019-01-01,InnoVen Capital
Venture Round - Apalya Technologies,https://www.crunchbase.com/funding_round/apalya-series-unknown--2248c823,2019-01-01,InnoVen Capital
Venture Round - Flyrobe,https://www.crunchbase.com/funding_round/flyrobe-series-unknown--39eda4fd,2019-01-01,InnoVen Capital
Venture Round - TSC - The Stakeholder Company,https://www.crunchbase.com/funding_round/the-stakeholder-company-series-unknown--b0a7f3b3,2019-01-01,InnoVen Capital
Venture Round - Kiran Energy Solar Power,https://www.crunchbase.com/funding_round/kiran-energy-solar-power-series-unknown--f296da13,2019-01-01,InnoVen Capital
Venture Round - KrazyBee,https://www.crunchbase.com/funding_round/krazybee-series-unknown--626a5bdc,2019-01-01,InnoVen Capital
Venture Round - 51offer,https://www.crunchbase.com/funding_round/51offer-series-unknown--ae38e2c1,2019-01-01,InnoVen Capital
Venture Round - Energy Monster,https://www.crunchbase.com/funding_round/energy-monster-series-unknown--7feafa38,2019-01-01,InnoVen Capital
Venture Round - Core Diagnostics,https://www.crunchbase.com/funding_round/core-diagnostics-series-unknown--0e2f5ec1,2019-01-01,InnoVen Capital
Venture Round - Gen-X Diagnostics,https://www.crunchbase.com/funding_round/gen-x-diagnostics-series-unknown--ba854ef3,2019-01-01,Bedrock Venture Management
Non Equity Assistance - Tortoise,https://www.crunchbase.com/funding_round/tortoise-eca6-non-equity-assistance--892a76f1,2019-01-01,AGORANOV
Venture Round - M17 Entertainment,https://www.crunchbase.com/funding_round/m17-entertainment-series-unknown--0c5f051f,2019-01-01,InnoVen Capital
Venture Round - Radiance Group,https://www.crunchbase.com/funding_round/radiance-group-series-unknown--d315d44e,2019-01-01,Horizen Ventures
Venture Round - XCharge,https://www.crunchbase.com/funding_round/x-charge-series-unknown--cf366b0b,2019-01-01,InnoVen Capital
Venture Round - ZipGo,https://www.crunchbase.com/funding_round/zipgo-series-unknown--219980a6,2019-01-01,InnoVen Capital
Venture Round - CloudCherry,https://www.crunchbase.com/funding_round/cloudcherry-series-unknown--5750ae45,2019-01-01,InnoVen Capital
Venture Round - Chillr,https://www.crunchbase.com/funding_round/chillr-series-unknown--8ada99d8,2019-01-01,InnoVen Capital
Venture Round - Bizongo,https://www.crunchbase.com/funding_round/bizongo-series-unknown--c79019dc,2019-01-01,InnoVen Capital
Venture Round - Acromobile,https://www.crunchbase.com/funding_round/acromobile-series-unknown--e8717c79,2019-01-01,Horizen Ventures
Venture Round - MagMode,https://www.crunchbase.com/funding_round/magmode-series-unknown--e257bff4,2019-01-01,InnoVen Capital
Venture Round - Saleswhale,https://www.crunchbase.com/funding_round/saleswhale-series-unknown--cf12bc1a,2019-01-01,InnoVen Capital
Seed Round - EXAME.com,https://www.crunchbase.com/funding_round/exame-com-seed--9267de99,2019-01-01,OXO Labs Ltd.
Venture Round - Upstream Technologies,https://www.crunchbase.com/funding_round/upstream-technologies-series-unknown--37344577,2019-01-01,Omphalos Venture
Venture Round - TADA,https://www.crunchbase.com/funding_round/giftcard-co-id-series-unknown--4f0cc32e,2019-01-01,InnoVen Capital
Venture Round - Beam,https://www.crunchbase.com/funding_round/ridebeam-series-unknown--58c1a1dd,2019-01-01,InnoVen Capital
Venture Round - Pressto,https://www.crunchbase.com/funding_round/pressto-2-series-unknown--2b0ce57f,2019-01-01,ASK Pravi
Venture Round - Chai Point,https://www.crunchbase.com/funding_round/chai-point-series-unknown--1ef28b42,2019-01-01,InnoVen Capital
Venture Round - HealthScion Technologies,https://www.crunchbase.com/funding_round/healthscion-technologies-series-unknown--8e93719a,2019-01-01,Bedrock Venture Management
Private Equity Round - SBM Group,https://www.crunchbase.com/funding_round/sbm-group-private-equity--9f37498a,2019-01-01,MAPE Advisory Group
Venture Round - Wego,https://www.crunchbase.com/funding_round/wego-com-series-unknown--61c73ea7,2019-01-01,InnoVen Capital
Venture Round - CarWale,https://www.crunchbase.com/funding_round/carwale-series-unknown--79989661,2019-01-01,InnoVen Capital
Venture Round - SureWaves,https://www.crunchbase.com/funding_round/surewaves-series-unknown--88bc4047,2019-01-01,InnoVen Capital
Venture Round - Rebel Foods,https://www.crunchbase.com/funding_round/faaso-s-series-unknown--feb5933f,2019-01-01,InnoVen Capital
Venture Round - SuperProfs,https://www.crunchbase.com/funding_round/superprofs-series-unknown--4be987dd,2019-01-01,InnoVen Capital
Venture Round - ZUZU Hospitality,https://www.crunchbase.com/funding_round/zuzuhotels-series-unknown--39df59b2,2019-01-01,InnoVen Capital
Grant - Promodent,https://www.crunchbase.com/funding_round/promodent-grant--ae958ae0,2019-01-01,Lanzadera Accelerator
Venture Round - Porter,https://www.crunchbase.com/funding_round/the-porter-series-unknown--8b12ba35,2019-01-01,InnoVen Capital
Venture Round - IceKredit,https://www.crunchbase.com/funding_round/icekredit-2-series-unknown--82e6e3f4,2019-01-01,InnoVen Capital
Venture Round - Active.ai,https://www.crunchbase.com/funding_round/active-ai-series-unknown--67000554,2019-01-01,InnoVen Capital
Venture Round - OfBusiness,https://www.crunchbase.com/funding_round/ofbusiness-series-unknown--bc7d3179,2019-01-01,InnoVen Capital
Venture Round - Germin8,https://www.crunchbase.com/funding_round/germin8-series-unknown--ba3f99f3,2019-01-01,InnoVen Capital
Venture Round - Amphora Medical,https://www.crunchbase.com/funding_round/amphora-medical-series-unknown--aa7649cc,2019-01-01,Omphalos Venture
Venture Round - Deerting,https://www.crunchbase.com/funding_round/deerting-series-unknown--923e8636,2019-01-01,InnoVen Capital
Venture Round - MedGenome,https://www.crunchbase.com/funding_round/medgenome-labs-series-unknown--489dbcac,2019-01-01,InnoVen Capital
Venture Round - Vymo,https://www.crunchbase.com/funding_round/vymo-series-unknown--8aae7f65,2019-01-01,InnoVen Capital
Venture Round - Agrostar,https://www.crunchbase.com/funding_round/agrostar-series-unknown--5fffcd72,2019-01-01,InnoVen Capital
Private Equity Round - Vienova,https://www.crunchbase.com/funding_round/vienova-private-equity--78086760,2019-01-01,MAPE Advisory Group
Venture Round - Saankhya Techneering,https://www.crunchbase.com/funding_round/saankhya-techneering-series-unknown--bd240e83,2019-01-01,Horizen Ventures
Venture Round - eFishery,https://www.crunchbase.com/funding_round/efishery-series-unknown--ad826b64,2019-01-01,InnoVen Capital
Venture Round - HolidayMe,https://www.crunchbase.com/funding_round/holidayme-series-unknown--3d98d8d4,2019-01-01,InnoVen Capital
Venture Round - Vahdam Teas,https://www.crunchbase.com/funding_round/vahdam-teas-series-unknown--83684ab2,2019-01-01,InnoVen Capital
Venture Round - Naiku,https://www.crunchbase.com/funding_round/naiku-series-unknown--e0b1e0a2,2019-01-01,Omphalos Venture
Venture Round - Babo,https://www.crunchbase.com/funding_round/babo-b68d-series-unknown--2aaa30d7,2019-01-01,InnoVen Capital
Venture Round - Sonata Finance,https://www.crunchbase.com/funding_round/sonata-finance-pvt-ltd-series-unknown--6ff95fc8,2019-01-01,Samridhi Fund
Venture Round - TruTouch Technologies,https://www.crunchbase.com/funding_round/trutouch-technologies-series-unknown--9feb86f4,2019-01-01,Omphalos Venture
Venture Round - Pajarito Powder,https://www.crunchbase.com/funding_round/pajarito-powder-llc-series-unknown--3e3aedf4,2019-01-01,Omphalos Venture
Venture Round - Vinculum Group,https://www.crunchbase.com/funding_round/vinculum-solutions-series-unknown--84499701,2019-01-01,InnoVen Capital
Venture Round - Qkuts,https://www.crunchbase.com/funding_round/qkuts-series-unknown--93f8eff4,2019-01-01,InnoVen Capital
Venture Round - VDeliver,https://www.crunchbase.com/funding_round/vdeliver-series-unknown--4238d735,2019-01-01,GenNext Ventures
Venture Round - Fiticket,https://www.crunchbase.com/funding_round/fiticket-series-unknown--ac07e388,2019-01-01,GenNext Ventures
Seed Round - Mocioun TechLabs,https://www.crunchbase.com/funding_round/mocioun-techlabs-seed--c4e3700d,2019-01-01,GenNext Ventures
Venture Round - Creditseva.com,https://www.crunchbase.com/funding_round/creditseva-com-series-unknown--8d638074,2019-01-01,GenNext Ventures
Venture Round - The Great Room,https://www.crunchbase.com/funding_round/the-great-room-series-unknown--04f42512,2019-01-01,InnoVen Capital
Venture Round - Curefy,https://www.crunchbase.com/funding_round/curefy-series-unknown--fb501657,2019-01-01,GenNext Ventures
Venture Round - Playfiks,https://www.crunchbase.com/funding_round/playfiks-series-unknown--71d37920,2019-01-01,GenNext Ventures
Venture Round - Codemojo,https://www.crunchbase.com/funding_round/codemojo-series-unknown--bfa987cf,2019-01-01,GenNext Ventures
Venture Round - Megdap,https://www.crunchbase.com/funding_round/megdap-series-unknown--7fd5e163,2019-01-01,GenNext Ventures
Venture Round - Happy2refer,https://www.crunchbase.com/funding_round/happy2refer-series-unknown--2bacd7fc,2019-01-01,GenNext Ventures
Venture Round - Crazybaby,https://www.crunchbase.com/funding_round/crazybaby-series-unknown--90950872,2019-01-01,InnoVen Capital
Venture Round - NEIWAI,https://www.crunchbase.com/funding_round/neiwai-series-unknown--8b8ba289,2019-01-01,InnoVen Capital
